"AlignmentID","t.stat","p.value","#NAME?","FDR","Metabolite_name","Adduct type"
6253,2.4506,0.034223,1.4657,0.88807,"w/o MS2:Per?uoro-3,5-dioxahexanoic acid","[M-H]-"
7641,-2.4495,0.034286,1.4649,0.88807,"w/o MS2:N-Fructosyl isoleucine; PlaSMA ID-544","[M-H]-"
2333,-2.4487,0.034332,1.4643,0.88807,"w/o MS2:trans-2-Butene-1,4-dicarboxylic acid","[M-H]-"
7222,-2.4443,0.034596,1.461,0.88807,"w/o MS2:Ramosetron","[M-H]-"
809,2.4431,0.034664,1.4601,0.88807,"w/o MS2:2-Furoic acid","[M-H]-"
7278,-2.4431,0.034664,1.4601,0.88807,"w/o MS2:(1'S,2'S)-3',11'-dihydroxy-1',2',5'-trimethyl-8'-oxaspiro[oxirane-2,12'-tricyclo[7.2.1.0?,?]dodecan]-5'-en-4'-one","[M-H]-"
9888,2.4404,0.034826,1.4581,0.88807,"w/o MS2:NCGC00160168-03!5,9,10-trihydroxy-2,2-dimethyl-12-(2-methylbut-3-en-2-yl)pyrano[3,2-b]xanthen-6-one","[M-H]-"
12507,2.4235,0.035847,1.4455,0.88807,"w/o MS2:FT-thioether; C17H9F25O2S","[M-2H]2-"
4566,2.4228,0.035891,1.445,0.88807,"w/o MS2:4-Iodo-1H-pyrazole","[M+K-2H]-"
1446,2.4209,0.036008,1.4436,0.88807,"w/o MS2:FT-PFCA; C3H3F3O2","[M-H]-"
2328,-2.413,0.036495,1.4378,0.88807,"w/o MS2:trans-2-Butene-1,4-dicarboxylic acid","[M-H]-"
2401,2.4087,0.036768,1.4345,0.88807,"w/o MS2:2-Oxopentanedioic acid","[M+Cl]-"
6429,-2.4081,0.036805,1.4341,0.88807,"w/o MS2:Muramic acid","[M-H]-"
11840,2.4063,0.036915,1.4328,0.88807,"w/o MS2:PFSM-amine; C14H13F19N2O2S","[M+Cl]-"
1547,2.4015,0.037221,1.4292,0.88807,"w/o MS2:Mevalonic Acid Lactone","[M-H]-"
2439,-2.3966,0.037534,1.4256,0.88807,"w/o MS2:Glutamine","[M-H]-"
10137,2.3919,0.037834,1.4221,0.88807,"w/o MS2:5-[(2R,3S)-6-hydroxy-2-(4-hydroxyphenyl)-4-[(E)-2-(4-hydroxyphenyl)ethenyl]-2,3-dihydro-1-benzofuran-3-yl]benzene-1,3-diol","[M-H]-"
7969,-2.3916,0.037853,1.4219,0.88807,"w/o MS2:Licarin A","[M-H]-"
9556,2.3876,0.038115,1.4189,0.88807,"w/o MS2:4-Phosphonobenzoic acid","[M-H]-"
6902,2.3874,0.038125,1.4188,0.88807,"w/o MS2:7H-Pyrrolo[2,3-g]benzothiazol-7-one, 6,8-dihydro-8-(1H-imidazol-5-ylmethylene)-","[M-H2O-H]-"
1148,2.3867,0.038175,1.4182,0.88807,"w/o MS2:L-Threonine","[M-H]-"
6740,-2.3825,0.038446,1.4151,0.88807,"w/o MS2:4-Oxo-4-[3-(trifluoromethyl)anilino]butanoic acid","[M+Cl]-"
1711,2.3777,0.038761,1.4116,0.88807,"D-Asparagine","[M-H]-"
5833,-2.3716,0.039173,1.407,0.88807,"w/o MS2:Phlorobenzophenone","[M-H2O-H]-"
9430,-2.3673,0.039458,1.4039,0.88807,"w/o MS2:2-(Trifluoromethyl)-1,3-thiazole-4-carboxylic acid","[M+Na-2H]-"
1710,2.3665,0.03951,1.4033,0.88807,"L-Asparagine","[M-H]-"
3731,-2.3657,0.039568,1.4027,0.88807,"w/o MS2:N-Acetylglycylglycine","[M-H]-"
3845,-2.3638,0.039694,1.4013,0.88807,"w/o MS2:N-Formyl-L-methionine","[M-H]-"
3323,-2.3629,0.039759,1.4006,0.88807,"Terephthalic acid","[M-H]-"
13004,-2.3615,0.039849,1.3996,0.88807,"w/o MS2:(3S,4R)-7-hydroxy-3-[(3S,4R)-7-hydroxy-4-(4-hydroxyphenyl)-2-oxo-5-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-3,4-dihydrochromen-3-yl]-4-(4-hydroxyphenyl)-5-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-3,4-dihydrochromen-2-one","[M-H]-"
7375,-2.36,0.039956,1.3984,0.88807,"w/o MS2:NCGC00170013-03_C15H22O5_1H-3,9a-Methanocyclopent[c]oxocin-4-carboxylic acid, 3,4,5,6,6a,9-hexahydro-4-hydroxy-7-(1-hydroxy-1-methylethyl)-","[M-2H]2-"
1499,2.3526,0.04046,1.393,0.88807,"w/o MS2:D-Pyroglutamic acid","[M-H]-"
3847,-2.3411,0.041261,1.3845,0.88807,"w/o MS2:N-Formyl-L-methionine","[M-H]-"
9850,-2.3292,0.042111,1.3756,0.88807,"w/o MS2:Pemetrexed","[M-H]-"
7880,-2.3252,0.042393,1.3727,0.88807,"w/o MS2:Antibiotic TAN 1446A","[M-H]-"
1500,-2.3209,0.042707,1.3695,0.88807,"w/o MS2:Pyroglutamic acid","[M-H]-"
10805,-2.3193,0.042821,1.3683,0.88807,"w/o MS2:(2E)-4-(2,5-Dichloroanilino)-4-oxo-2-butenoic acid","[M-H]-"
7727,2.317,0.042994,1.3666,0.88807,"w/o MS2:2-Bromo-4,5-diphenyl-1H-imidazole","[M+K-2H]-"
7909,2.3102,0.04349,1.3616,0.88807,"w/o MS2:Clobenpropit","[M-H]-"
7290,2.3095,0.043544,1.3611,0.88807,"w/o MS2:2-(8-hydroxyoctyl)-6-methoxybenzoic acid","[M-H]-"
8228,-2.3083,0.043634,1.3602,0.88807,"w/o MS2:1-{2-[(2-Amino-6-hydroxy-9H-purin-9-yl)methoxy]ethoxy}-3-methyl-1-oxo-2-butanamine","[M-H2O-H]-"
4082,-2.3025,0.044067,1.3559,0.88807,"w/o MS2:4-Cyanobenzene-1-sulfonamide","[M-H]-"
9588,-2.3009,0.044187,1.3547,0.88807,"w/o MS2:(4E)-8-(.beta.-D-Glucopyranosyloxy)-2,7-dimethyldec-4-enedioic acid","[M-H]-"
9589,-2.3009,0.044187,1.3547,0.88807,"w/o MS2:(4E)-8-(.beta.-D-Glucopyranosyloxy)-2,7-dimethyldec-4-enedioic acid","[M-H]-"
4824,-2.298,0.044408,1.3525,0.88807,"w/o MS2:3-Bromophenylboronic acid","[M-H]-"
10104,2.2963,0.044533,1.3513,0.88807,"w/o MS2:Trihydroxycholestanoic acid","[M+Cl]-"
6831,-2.2855,0.045363,1.3433,0.88807,"w/o MS2:2-(3-Aminophenyl)-4-quinolinecarboxylic acid","[M-H]-"
7252,2.2836,0.045504,1.3419,0.88807,"w/o MS2:[1-(4-Hydroxyphenoxy)-1-phosphonoethyl]phosphonic acid","[M-H]-"
1738,-2.2819,0.045635,1.3407,0.88807,"w/o MS2:Aspartic acid","[M-H]-"
7781,2.2803,0.04576,1.3395,0.88807,"w/o MS2:Homoeriodictyol","[M-H]-"
6233,-2.2793,0.045841,1.3387,0.88807,"w/o MS2:N-(4-Chlorophenyl)-7H-purin-6-amine","[M+K-2H]-"
2750,2.2759,0.046109,1.3362,0.88807,"w/o MS2:2-Amino-4-nitrophenol","[M+Na-2H]-"
5650,-2.2705,0.046531,1.3323,0.88807,"w/o MS2:2-Pentenedioic acid, 2-octyl-","[M-H]-"
3148,-2.2677,0.046753,1.3302,0.88807,"w/o MS2:PFSA-unsaturated; C2HF3O3S","[M-H]-"
7407,-2.2668,0.046823,1.3295,0.88807,"w/o MS2:2-(4-Chlorophenyl)-4-quinolinecarboxylic acid","[M-H]-"
3893,-2.2656,0.046917,1.3287,0.88807,"w/o MS2:D-Gluconic acid","[M-H]-"
11391,-2.2635,0.047088,1.3271,0.88807,"w/o MS2:Platanionoside C","[M-H]-"
8793,-2.263,0.047124,1.3268,0.88807,"w/o MS2:Carbamic acid, N-[4-(5-methoxy-2-oxo-1,3,4-oxadiazol-3(2H)-yl)-2-methylphenyl]-, phenylmethyl ester","[M-H]-"
9093,-2.2618,0.047227,1.3258,0.88807,"w/o MS2:syringin","[M-H]-"
7013,2.259,0.047449,1.3238,0.88807,"w/o MS2:Argininosuccinic acid","[M-H]-"
10812,2.2509,0.048109,1.3178,0.88807,"w/o MS2:2-Heptyl-4-hydroxyquinoline N-oxide","[M+Cl]-"
6888,-2.2493,0.048241,1.3166,0.88807,"w/o MS2:N-Acetyl-D-glucosamine","[M-H]-"
5985,-2.2443,0.048646,1.313,0.88807,"w/o MS2:(E)-5-(2,3-dimethyl-4,5,6,7-tetrahydro-1H-tricyclo[2.2.1.02,6]heptan-3-yl)-2-methylpent-2-enoic acid","[M-H]-"
8262,-2.2399,0.049013,1.3097,0.88807,"w/o MS2:1-(3-Hydroxybenzyl)-3-[4-(4-pyridyl)thiazol-2-yl]urea","[M-H]-"
9533,-2.2394,0.049056,1.3093,0.88807,"w/o MS2:3,4-Difluoro-L-phenylalanine","[M+Cl]-"
1150,2.2363,0.049309,1.3071,0.88807,"L-Threonine","[M-H]-"
8271,-2.2356,0.049368,1.3066,0.88807,"w/o MS2:3-[[4-(4-Chlorophenyl)piperazino]methyl]-1H-pyrrolo[2,3-b]pyridine","[M-H]-"
8655,2.2314,0.049727,1.3034,0.88807,"w/o MS2:3Beta-Hydroxy-23,24-Bisnorchol-5-Enic Acid","[M-H]-"
8328,-2.2304,0.049807,1.3027,0.88807,"w/o MS2:Unknown (carbon number 18); PlaSMA ID-726","[M-H]-"
8712,2.2298,0.049861,1.3022,0.88807,"w/o MS2:8-(3-((1-ethoxy-2-methyl-1-oxopropan-2-yl)oxy)phenyl)octanoic acid","[M-H]-"
8153,-2.2287,0.04995,1.3015,0.88807,"w/o MS2:[(2R)-1-[(2S)-6-oxo-2,3-dihydropyran-2-yl]propan-2-yl] 3-(3,4-dihydroxyphenyl)propanoate","[M-H]-"
